Task ID,Created At,Completed At,Last Modified,Name,Section/Column,Assignee,Assignee Email,Start Date,Due Date,Tags,Notes,Projects,Parent task,Blocked By (Dependencies),Blocking (Dependencies),DELVERY DATE ,OBSERVATONS ,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 1,SEMANA 2,SEMANA 3,SEMANA 4,SEMANA 5,SEMANA 1,SEMANA 2,COMENTARIOS,octobre
1215259748817779,2026-05-29,,2026-05-29,1. Baldosa balcon alfa ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259748817785,2026-05-29,,2026-05-29,2. Ladrillo catalan ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259748817791,2026-05-29,,2026-05-29,3. Acabado bano mosagres ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259748817797,2026-05-29,,2026-05-29,4. AcBADO DE BANO PRINCIPAL Alfa ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259748817803,2026-05-29,,2026-05-29,5. Acabado tipo piedra en proveedor enviado ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259782653006,2026-05-29,,2026-05-29,6. Papel colgadura ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259782653011,2026-05-29,,2026-05-29,7. Mural ,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259782653016,2026-05-29,,2026-05-29,8. Pinturas colores y cantidades,,,,,,,,,14. ACABADOS ,,,,,,,,,,,,,,,,,
1215259613710300,2026-05-29,,2026-05-29,"15. CERRAMIENTOS , ",PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782628439,2026-05-29,,2026-05-29,1. Pared divisria con ladrillo catalan delavanderia a alacena ,,,,,,,,,"15. CERRAMIENTOS , ",,,,,,,,,,,,,,,,,
1215259782628444,2026-05-29,,2026-05-29,"1. Muro de Dry wall que soporte anclaje de requerimientos de cocina , dividiendo alacena y cocina ",,,,,,,,,"15. CERRAMIENTOS , ",,,,,,,,,,,,,,,,,
1215259782628450,2026-05-29,,2026-05-29,2. Madera  ,,,,,,,,,"15. CERRAMIENTOS , ",,,,,,,,,,,,,,,,,
1215259613710308,2026-05-29,,2026-05-29,16. Accesorios de bano ,PRODUCTION,,,,,,"Las fechas de cotizacion y compra las pones tu , el tema es que esten en los tiempos antes de ser necesitados en obra 

",PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259748809738,2026-05-29,,2026-05-29,"1. Accesorios como ducha , Canilla negras para bano de huespedes ",,,,,,,,,16. Accesorios de bano ,,,,,,,,,,,,,,,,,
1215259748809744,2026-05-29,,2026-05-29,2. Hinodoro con sistema de basiado interno,,,,,,,,,16. Accesorios de bano ,,,,,,,,,,,,,,,,,
1215259748809750,2026-05-29,,2026-05-29,3. Dispensador de jabon lacer 1 ,,,,,,,,,16. Accesorios de bano ,,,,,,,,,,,,,,,,,
1215259748809756,2026-05-29,,2026-05-29,4. Dispensador de frangancia  ,,,,,,,,,16. Accesorios de bano ,,,,,,,,,,,,,,,,,
1215259748809762,2026-05-29,,2026-05-29,5. Secador de manos ,,,,,,,,,16. Accesorios de bano ,,,,,,,,,,,,,,,,,
1215259613710317,2026-05-29,,2026-05-29,16. Tecnologia,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782629855,2026-05-29,,2026-05-29,"1. proyectores y Pantalla proyeccion , Habitacion pricipal y Cine  ",,,,,,,,,16. Tecnologia,,,,,,,,,,,,,,,,,
1215259782629861,2026-05-29,,2026-05-29,"3. Sistema Domotico para riego de plantas , apertura de cortinas y control luminico ",,,,,,,,,16. Tecnologia,,,,,,,,,,,,,,,,,
1215259782628424,2026-05-29,,2026-05-29,17. Iluminacion ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782629866,2026-05-29,,2026-05-29,1. Perfiles led en el exterior y en escalas  ,,,,,,,Diseño e instalación de perfiles led en terraza ,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259782629875,2026-05-29,,2026-05-29,2. Perfiles led en  area social y cada una de las habitaciones  ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259748817399,2026-05-29,,2026-05-29,AREA SOCIAL EN CASETONES ,,,,,,,"Aca encuentras la intencion que son dentro de los casetones , en 
se quiere tener una cotizacion con cinta led varieble y otra con cinta led de 2.500 k solamente . . los perfiles son negros 
    En casetones es Perfil led duo angunlo negro
      En balcon es perfil led elegance para empotrar en materas con fuente ip 67h


https://app.asana.com/app/asana/-/get_asset?asset_id=1215259748817407

https://app.asana.com/app/asana/-/get_asset?asset_id=1215259748817409




",,2. Perfiles led en  area social y cada una de las habitaciones  ,,,,,,,,,,,,,,,,,
1215259782629881,2026-05-29,,2026-05-29,Perfil led en baños sociales  ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259748817387,2026-05-29,,2026-05-29,Perfil led en habitacion principal ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259748817393,2026-05-29,,2026-05-29,Perfil led en bano principal ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259748817414,2026-05-29,,2026-05-29,3.Switches domoticos y switches dimmert ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259613790557,2026-05-29,,2026-05-29,4. Iluminacion en mobilairio de la cocina  ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259613790563,2026-05-29,,2026-05-29,5. Balas sobrepuestas extruidas negras  ,,Aleja Guerra lotero,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259613790569,2026-05-29,,2026-05-29,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,17. Iluminacion ,,,,,,,,,,,,,,,,,
1215259619688709,2026-05-29,,2026-05-29,Luminarias metatron grande con acabado tipo repujado negro y plata ,,,,,,,"https://app.asana.com/app/asana/-/get_asset?asset_id=1215259619688713

https://app.asana.com/app/asana/-/get_asset?asset_id=1215259619688715


",,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259619688720,2026-05-29,,2026-05-29,Luminarias circular cantidad 3 (habitacion huespedes ),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259619688728,2026-05-29,,2026-05-29,Luminaria de bibioteca empotradas a la pared ,,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259619688734,2026-05-29,,2026-05-29,Luminaria de mesa con cargador  2,,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259692091655,2026-05-29,,2026-05-29,Luminarias baston 2 (habitacion principal),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259692091661,2026-05-29,,2026-05-29,Luminaria cuadrado 2  (cine),,,,,,,,,6.  Iluminacion decorativa ALUZINA ,,,,,,,,,,,,,,,,,
1215259782628432,2026-05-29,,2026-05-29,18. aviso luminoso en neon en lavanderia ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782664021,2026-05-29,,2026-05-29,19. Mobiliario ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782685890,2026-05-29,,2026-05-29,1. Metalmecanica ,,,,,,,,,19. Mobiliario ,,,,,,,,,,,,,,,,,
1215259782687142,2026-05-29,,2026-05-29,1. Habitacion de huespedes ,,,,,,,,,1. Metalmecanica ,,,,,,,,,,,,,,,,,
1215259782687147,2026-05-29,,2026-05-29,2. Cinema ,,,,,,,,,1. Metalmecanica ,,,,,,,,,,,,,,,,,
1215259782685896,2026-05-29,,2026-05-29,2. Carpinteria  ,,,,,,,,,19. Mobiliario ,,,,,,,,,,,,,,,,,
1215259782687152,2026-05-29,,2026-05-29,1. beds ,,,,,,,,,2. Carpinteria  ,,,,,,,,,,,,,,,,,
1215259782687157,2026-05-29,,2026-05-29,2. night table ,,,,,,,,,2. Carpinteria  ,,,,,,,,,,,,,,,,,
1215259782687162,2026-05-29,,2026-05-29,3. Cinema ,,,,,,,,,2. Carpinteria  ,,,,,,,,,,,,,,,,,
1215259782687167,2026-05-29,,2026-05-29,4. Studio ,,,,,,,,,2. Carpinteria  ,,,,,,,,,,,,,,,,,
1215259782698541,2026-05-29,,2026-05-29,5. Bar ,,,,,,,,,2. Carpinteria  ,,,,,,,,,,,,,,,,,
1215259782687137,2026-05-29,,2026-05-29,3. Comprados de almacenes ,,,,,,,,,19. Mobiliario ,,,,,,,,,,,,,,,,,
1215259782698546,2026-05-29,,2026-05-29,20. Elementos comprados por internet ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259748926407,2026-05-29,,2026-05-29,1.cuatro ambientes programados para la iluminacion,,,,,,,,,20. Elementos comprados por internet ,,,,,,,,,,,,,,,,,
1215259782698554,2026-05-29,,2026-05-29,21. Arte,PRODUCTION,Aleja Guerra lotero,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259782698562,2026-05-29,,2026-05-29,22. Detalles de casa ,PRODUCTION,Aleja Guerra lotero,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259748926400,2026-05-29,,2026-05-29,23. Final details ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259692091667,2026-05-29,,2026-05-29,24. Final arrengment ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259692091674,2026-05-29,,2026-05-29,25. Client deliver ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
1215259692091681,2026-05-29,,2026-05-29,26.Client correction in space ,PRODUCTION,,,,,,,PROYECTO HOY ,,,,,,,,,,,,,,,,,,
